up_threshold,down_threshold,full_score,full_mean,full_std,full_sharpe,full_dvolume,min_cv_score,avg_cv_score,cv_scores,avg_cv_sharpe
0.001,0.001,634.2904342064821,759.0102306216014,5321.588019461368,2.255154934350667,102039674.02999994,88.1961729579568,608.5942686017672,"[np.float64(1580.7429320850588), np.float64(133.7760344789057), np.float64(88.1961729579568), np.float64(631.6619348851473)]",2.206660456350807
0.001,0.0015,708.4115619787655,824.1345365696019,5266.65769548682,2.474189879665585,102024169.27999996,237.41466919020158,689.1047454549081,"[np.float64(1594.4572946392386), np.float64(292.8850831050447), np.float64(237.41466919020158), np.float64(631.6619348851473)]",2.450820521196498
0.001,0.002,678.5526921247,796.7307681888016,5257.245551473452,2.3962014754152974,101999677.71999997,166.84379915619095,652.656865196396,"[np.float64(1594.4572946392386), np.float64(292.8850831050447), np.float64(166.84379915619095), np.float64(556.4412838851097)]",2.3503111945554673
0.001,0.0025,658.1986554218158,778.0953715096014,5250.8303274311675,2.343013825785712,101984731.52999997,166.84379915619095,640.6292394159334,"[np.float64(1546.3467915173885), np.float64(292.8850831050447), np.float64(166.84379915619095), np.float64(556.4412838851097)]",2.317486808140829
0.001,0.003,631.3155281405232,753.6516185208019,5245.594355128938,2.2716736326245073,101933669.12999998,97.95752948638375,611.2372143003356,"[np.float64(1565.4336100837484), np.float64(289.0538383189593), np.float64(97.95752948638375), np.float64(492.5038793122511)]",2.231523334758655
0.001,0.004,642.441927634995,755.2453817280037,5003.827659472879,2.386468680693329,100774622.11999997,326.71299728888386,677.1671316726665,"[np.float64(1300.0236794703299), np.float64(326.71299728888386), np.float64(389.5717905153169), np.float64(692.3600594161355)]",2.508243237735402
0.001,0.005,688.5562260846883,792.7832386728055,4876.911830297352,2.5702748093952046,100684370.14999998,209.90884176977752,676.2601258197103,"[np.float64(1237.8892684381592), np.float64(209.90884176977752), np.float64(372.7963069188675), np.float64(884.446086152037)]",2.568887718043745
0.001,0.0075,711.30901023486,802.9050946760048,4555.578319137104,2.7867030992129167,100492717.19,329.4135984568089,697.5289540625866,"[np.float64(1270.154176067098), np.float64(415.70222917809656), np.float64(329.4135984568089), np.float64(774.845812548343)]",2.770167058992929
0.001,0.01,651.9663553827195,739.153097605606,4273.827984623474,2.734559435255783,94953216.17000002,301.13237448667405,621.8072682875392,"[np.float64(1117.6662297126709), np.float64(301.13237448667405), np.float64(336.3606251902896), np.float64(732.0698437605221)]",2.6586122101462832
0.0015,0.0,761.1375002060757,870.9199981271988,5229.778094326889,2.6330857678828523,103083580.48999995,203.92580887300696,723.9830331644939,"[np.float64(1765.6810870758202), np.float64(252.59107156687762), np.float64(203.92580887300696), np.float64(673.7341651422706)]",2.6145566071030273
0.0015,0.0005,768.1618149173111,877.2633884143987,5227.441231067121,2.6534496445215496,103076968.57999994,203.92580887300696,728.408873372904,"[np.float64(1765.6810870758202), np.float64(252.59107156687762), np.float64(203.92580887300696), np.float64(691.4375259759113)]",2.6273070857473306
0.0015,0.001,729.1428523011693,841.3072054192005,5217.299033946937,2.549640114286466,101983762.69999993,116.41930849327305,682.3089205940266,"[np.float64(1765.6810870758202), np.float64(215.47335192186625), np.float64(116.41930849327305), np.float64(631.6619348851473)]",2.497175503293642
0.0015,0.0015,802.4060382751263,906.4315113672009,5160.333323001712,2.7773284586990705,101968257.94999994,273.41269645553643,767.2692497352971,"[np.float64(1779.2787522524088), np.float64(384.7236153480962), np.float64(273.41269645553643), np.float64(631.6619348851473)]",2.7466984416731286
0.0015,0.002,772.8655991699225,879.0277429864007,5151.164723245641,2.698156575900253,101943766.38999994,200.7875976036793,730.3078122723234,"[np.float64(1779.2787522524088), np.float64(384.7236153480962), np.float64(200.7875976036793), np.float64(556.4412838851097)]",2.6461846744654087
0.0015,0.0025,752.7302686952974,860.3923463072003,5144.915316945027,2.64416353632297,101928820.19999994,200.7875976036793,718.372232259658,"[np.float64(1731.5364322017463), np.float64(384.7236153480962), np.float64(200.7875976036793), np.float64(556.4412838851097)]",2.611542952131442
0.0015,0.003,726.1364803573499,835.9485933184,5140.029029844813,2.5714850503283735,101877757.79999995,127.49596235650111,687.8180490031501,"[np.float64(1750.4497985732694), np.float64(380.82255577057896), np.float64(127.49596235650111), np.float64(492.5038793122511)]",2.5271079795851987
0.0015,0.004,736.9349454962479,837.5423565256037,4893.022298233648,2.706447387785055,100718710.78999996,419.32069214507527,756.4529314782255,"[np.float64(1487.242606501612), np.float64(419.32069214507527), np.float64(426.88836785007896), np.float64(692.3600594161355)]",2.807361233757305
0.0015,0.005,782.3846195304055,875.0802134704036,4762.524929480568,2.9052305771495956,100628458.81999996,299.7889183727416,754.979844227492,"[np.float64(1425.5673867445046), np.float64(299.7889183727416), np.float64(410.11698564068496), np.float64(884.446086152037)]",2.873534283504009
