mname,abs_cap,gate,gate_th,max_scale,full_score,full_mean,full_std,full_sharpe,full_worst,full_q05,test_score,train_score,roll_mean,roll_median,roll_min,roll_neg_count
algo0.75,0.01,40,0.0,1.5,481.98859327910577,538.8407129031997,2926.074347765093,2.911689428029166,-11820.792395800003,-3028.385041719937,335.68416640361175,576.6702257187281,245.9937813747165,335.68416640361175,-230.81015459600218,5
algo0.75,0.01,40,-250.0,1.5,469.8156325512834,528.3379382975995,2948.3482800306906,2.8333682126599493,-11820.792395800003,-3039.632369799941,334.3762642847911,557.6220115700895,216.47572859611293,334.3762642847911,-291.75477261000196,5
algo0.75,0.01,40,-500.0,1.5,469.8156325512834,528.3379382975995,2948.3482800306906,2.8333682126599493,-11820.792395800003,-3039.632369799941,334.3762642847911,557.6220115700895,308.0384457386811,334.3762642847911,-153.03276707600207,3
algo0.75,0.0125,0,0.0,1.5,611.3336839555484,668.677922965601,3238.118390515568,3.265083302444106,-11820.792395800003,-3776.027791529888,405.9474075012112,745.0310799607128,406.02778189121193,333.22321317089336,-43.7296389399983,1
algo0.75,0.0125,20,0.0,1.5,509.52691717971607,566.2705630424023,2987.9205315358845,2.9965735905959323,-11820.792395800003,-3028.385041719937,327.7187823138574,627.5389969491824,317.3445340208622,257.82077295651743,-100.90754727399867,1
algo0.75,0.0125,20,-250.0,1.5,564.3280616361246,621.2286947088028,3118.9918360221154,3.1492509862396445,-11820.792395800003,-3170.1610347199894,451.9352636209244,638.1569749299077,301.09455602291814,212.0711573246102,-153.9870328479978,4
algo0.75,0.0125,40,0.0,1.5,640.4421267832821,694.9206352632009,3204.6298320901496,3.428683054868691,-11820.792395800003,-3264.3928365300408,407.24357023804373,791.8277664449109,385.8148810662687,407.24357023804373,-153.9870328479978,1
algo0.75,0.0125,40,-250.0,1.5,611.3336839555484,668.677922965601,3238.118390515568,3.265083302444106,-11820.792395800003,-3776.027791529888,405.9474075012112,745.0310799607128,367.86142247433895,342.54222015683536,-153.5917005379974,1
algo0.75,0.0125,40,-500.0,1.5,611.3336839555484,668.677922965601,3238.118390515568,3.265083302444106,-11820.792395800003,-3776.027791529888,405.9474075012112,745.0310799607128,452.3937255897539,386.82275526374804,-52.54421590799568,1
algo0.75,0.015,0,0.0,0.75,576.0719220041884,615.8979296727995,2560.4941094441137,3.80325081937229,-8291.203362,-3460.6930691899584,614.2021589232376,550.9926070455089,410.3143895146956,328.1096796737953,44.42720399007574,0
algo0.75,0.015,0,0.0,1.0,764.7376850566111,817.4789488536021,3394.4201923850947,3.8078600631368116,-11030.769777800073,-4380.342797050011,815.62806721355,731.3030106396048,545.3787890761208,435.53477787660256,58.41104417090511,0
algo0.75,0.015,0,0.0,1.25,833.0685965729198,887.7435622719985,3595.9315299376653,3.9034275424311278,-11650.94591260003,-4701.005564659958,883.2427480911983,800.0220609842827,582.2374387510431,507.9135951009357,57.05599962105749,0
algo0.75,0.015,0,0.0,1.5,858.9947074255639,914.239725138401,3665.9066948916593,3.9431989129350806,-11820.792395800003,-4873.900773379903,907.1127341040478,827.2845723710648,598.5125299491182,538.6218695696932,61.01510227280348,0
algo0.75,0.015,20,0.0,0.75,500.0072578581101,540.1663822328001,2420.480117476673,3.5285480574190657,-8291.203362,-2432.6682568599585,541.6004294611246,473.3026089229162,281.23906315831925,193.52784140913727,-66.19481757999698,1
algo0.75,0.015,20,0.0,1.0,662.200125686832,715.7592947040008,3218.5427828258644,3.5162335572762795,-11030.769777800073,-3227.070642389933,719.5916079204072,625.3234524574768,370.71724445796974,252.9391322246438,-89.045575372,1
algo0.75,0.015,20,0.0,1.25,714.7132265474486,770.1645509071996,3391.9042280696867,3.5901281260135463,-11650.94591260003,-3488.0783900499628,783.9037133080063,670.0673019365629,397.52264987853846,287.91125779960515,-94.93096014600124,1
algo0.75,0.015,20,0.0,1.5,734.3120634280433,790.3537409280011,3452.285859510026,3.619801604322891,-11820.792395800003,-3540.846895729977,806.4390058410618,687.7376624143373,409.4309243576163,303.4282111495375,-97.48650949399762,1
algo0.75,0.015,20,-250.0,0.75,523.9472090700692,564.3514455583993,2477.9317060726394,3.601059634532038,-8291.203362,-2795.9229964199794,628.0885517110272,455.62075421140054,262.7170955880744,193.66265333513027,-103.08833030799704,3
algo0.75,0.015,20,-250.0,1.0,676.9837465226566,731.3755989880016,3277.843958953719,3.5279481678106936,-11030.769777800073,-3730.239674279996,834.038456485595,573.8461108283053,335.36687959330004,208.57028104071702,-138.08679380200178,3
algo0.75,0.015,20,-250.0,1.25,745.050741408822,801.5591605439989,3490.352095318578,3.6310844256820607,-11650.94591260003,-4270.415884790032,902.9634990073736,641.1325294430297,369.3971574667275,280.122347381447,-147.17208896200168,3
algo0.75,0.015,20,-250.0,1.5,791.8202476996483,847.7634646816015,3562.9121764483525,3.762180110964678,-11820.792395800003,-4443.958118099835,927.1162923792679,702.9589655108174,398.67504066163997,310.5901318076214,-150.56599506799677,3
algo0.75,0.015,40,0.0,0.75,583.209474167215,621.7773567551992,2528.1656110136387,3.8886547548543957,-8291.203362,-3150.4547893999343,576.5424008540181,587.625414077404,321.10782354268923,347.35122920819026,-126.44180397399651,1
algo0.75,0.015,40,0.0,1.0,769.8133981386028,821.2839659840021,3357.7634355534083,3.867347995374266,-11030.769777800073,-4156.193579110017,765.4432928222833,772.7563096261546,422.26338696066694,449.5465324194598,-169.14518648000274,1
algo0.75,0.015,40,0.0,1.25,860.1199053636467,912.6665979791994,3566.7720476237314,4.045822322587576,-11650.94591260003,-4398.491670649963,884.524418675905,844.1132661303042,480.22866183661415,513.5331453409699,-147.17208896200168,1
algo0.75,0.015,40,0.0,1.5,887.456791619737,940.4824374360027,3634.879925114805,4.091010793968171,-11820.792395800003,-4443.958118099835,908.3350903056895,873.7527358118105,496.55950498814644,542.7392178649324,-150.56599506799677,1
algo0.75,0.015,40,-250.0,0.75,576.0719220041884,615.8979296727995,2560.4941094441137,3.80325081937229,-8291.203362,-3460.6930691899584,614.2021589232376,550.9926070455089,338.896630119738,328.1096796737953,0.00231716124623523,0
algo0.75,0.015,40,-250.0,1.0,773.5746377671067,825.4158683920022,3378.5422789558465,3.862899951293792,-11030.769777800073,-4156.193579110017,815.62806721355,746.0115155125989,440.66143041184915,458.82913642048976,0.002541451895169544,0
algo0.75,0.015,40,-250.0,1.25,833.0685965729198,887.7435622719985,3595.9315299376653,3.9034275424311278,-11650.94591260003,-4701.005564659958,883.2427480911983,800.0220609842827,475.51369943312244,485.4278667479984,-0.5849893919976966,1
algo0.75,0.015,40,-250.0,1.5,858.9947074255639,914.239725138401,3665.9066948916593,3.9431989129350806,-11820.792395800003,-4873.900773379903,907.1127341040478,827.2845723710648,491.2360418050157,490.3316350168824,-2.453446543996579,1
algo0.75,0.015,40,-500.0,0.75,576.0719220041884,615.8979296727995,2560.4941094441137,3.80325081937229,-8291.203362,-3460.6930691899584,614.2021589232376,550.9926070455089,375.92004695185,328.1096796737953,13.956613752321292,0
algo0.75,0.015,40,-500.0,1.0,764.7376850566111,817.4789488536021,3394.4201923850947,3.8078600631368116,-11030.769777800073,-4380.342797050011,815.62806721355,731.3030106396048,512.6726648062353,435.53477787660256,18.448614353728694,0
algo0.75,0.015,40,-500.0,1.25,833.0685965729198,887.7435622719985,3595.9315299376653,3.9034275424311278,-11650.94591260003,-4701.005564659958,883.2427480911983,800.0220609842827,524.2412179462012,507.9135951009357,16.54460764768113,0
algo0.75,0.015,40,-500.0,1.5,858.9947074255639,914.239725138401,3665.9066948916593,3.9431989129350806,-11820.792395800003,-4873.900773379903,907.1127341040478,827.2845723710648,574.0070928312994,538.6218695696932,15.90442550297664,0
algo0.75,0.0175,0,0.0,1.5,948.6196623090374,1009.7436796696031,4052.66804385922,3.9394910293155045,-11820.792395800003,-5402.382241390136,947.9856049361424,948.7849910718664,619.8117701934706,634.3989583546947,131.05208244593652,0
algo0.75,0.0175,20,0.0,1.5,762.9239294829001,827.3715089744026,3802.185076458055,3.440624781378154,-11820.792395800003,-5151.151329049951,775.9032786778723,754.7334499901181,448.0801439790169,357.74319250845605,1.8299913389893423,0
algo0.75,0.0175,20,-250.0,1.5,860.597411007147,923.4300571832036,3945.178597009625,3.700899932352707,-11820.792395800003,-5377.433121020129,967.9506473690249,789.536612830899,415.95206652295127,408.1939989027153,-205.286971985996,2
algo0.75,0.0175,40,0.0,1.5,965.5840522696218,1024.451067370404,3999.467656604386,4.050037408017887,-11820.792395800003,-5402.382241390136,949.209562834579,976.1753738133192,543.5974103970025,678.7480775013255,-31.538971314000374,3
algo0.75,0.0175,40,-250.0,1.5,937.1617511233575,998.2083550728032,4028.233917124009,3.918109085002988,-11820.792395800003,-5402.382241390136,947.9856049361424,929.7787135453658,500.8707125581838,597.7578649271459,-96.28614154199848,2
algo0.75,0.0175,40,-500.0,1.5,948.6196623090374,1009.7436796696031,4052.66804385922,3.9394910293155045,-11820.792395800003,-5402.382241390136,947.9856049361424,948.7849910718664,580.3577365417533,634.3989583546947,26.333751246071543,0
algo0.75,0.02,0,0.0,0.75,515.3534343257214,572.1287731471973,3002.555708962009,3.012816769165592,-8980.760700000043,-4137.937286400001,567.0429930276921,480.6345347453744,323.6083590457253,201.26921034868656,49.93704248979037,0
algo0.75,0.02,0,0.0,1.0,683.4818933648742,758.9488850247976,3987.471056746305,3.009435140931122,-11988.184970599832,-5531.182961049955,752.6220295638983,637.0611509769263,429.4063444806621,277.34346459768506,66.56233577365464,0
algo0.75,0.02,0,0.0,1.25,750.2070374601373,827.3977757240019,4196.395221200122,3.1175108209859457,-12407.420763199916,-5720.573900229932,819.2125882859693,703.8667616065909,464.5429532127906,331.5788383020918,58.33004843862253,0
algo0.75,0.02,0,0.0,1.5,775.6588039209548,853.2961937064024,4268.447188594619,3.16082098669809,-12545.604627799941,-5782.615452070005,842.7023831819212,730.6374100141815,480.0436556844383,356.3511086771443,64.95646200511301,0
algo0.75,0.02,20,0.0,0.75,401.1492092120857,461.6820300039974,2835.6685148042134,2.574290263408364,-8980.760700000043,-4137.937286400001,441.3180669279562,374.62228107534105,243.07526456167184,189.38309248856763,2.2780064872756753,0
algo0.75,0.02,20,0.0,1.0,530.0642920536949,610.9678988927994,3774.053603169679,2.559648511783272,-11988.184970599832,-5531.182961049955,585.7516401322548,493.2634506469235,320.07692081652374,243.94499619722833,2.893415308000367,0
algo0.75,0.02,20,0.0,1.25,579.4164678647245,662.1865339776033,3957.232644391495,2.6458106856940957,-12407.420763199916,-5720.573900229932,647.1848143692697,534.5825405874062,344.57317961721515,260.6531260802397,2.214865760930995,0
algo0.75,0.02,20,0.0,1.5,598.018316761616,681.3161698792026,4020.484217614086,2.679417188210054,-12545.604627799941,-5782.615452070005,668.7265643753337,551.2421681567594,355.7536731541435,269.24481910719413,2.310420073203448,0
algo0.75,0.02,20,-250.0,0.75,442.4294931297827,502.26925929119705,2920.6499724124938,2.7191119665974615,-8980.760700000043,-4137.937286400001,581.1048204597842,349.0771615890225,191.91896382088805,33.020151428780224,-192.2728538640018,2
algo0.75,0.02,20,-250.0,1.0,573.5320123780616,653.9098744695982,3870.5910973021896,2.671225835816152,-11988.184970599832,-5531.182961049955,771.266429344203,440.28939626358346,248.2454297309384,24.36377053750826,-255.97444899199058,3
algo0.75,0.02,20,-250.0,1.25,639.0498078663725,721.2027923712039,4088.572679510521,2.789046028453563,-12407.420763199916,-5720.573900229932,839.1701465503231,504.24856918828783,293.3233992775071,63.98761335589041,-194.94686064199598,3
algo0.75,0.02,20,-250.0,1.5,685.6794601016305,766.5705032520023,4163.05124021547,2.911456810765044,-12545.604627799941,-5782.615452070005,862.9414962887176,566.6417017873223,318.73649470415035,129.86694230790914,-195.33171070999487,3
algo0.75,0.02,40,0.0,0.75,514.2413637423942,569.6826577223976,2957.5778074618993,3.0455576474704373,-8980.760700000043,-4137.937286400001,528.8905360200952,504.3324193802915,287.0461202536349,216.8109359664257,-28.67769362199976,3
algo0.75,0.02,40,0.0,1.0,677.4688616720478,751.6549294247986,3932.828612880077,3.021923690865855,-11988.184970599832,-5531.182961049955,701.7761546094196,661.0885089040927,376.1318683069813,271.6857729465468,-41.15469885599879,3
algo0.75,0.02,40,0.0,1.25,766.3057778567004,840.896888625603,4148.15749497766,3.205217555776728,-12407.420763199916,-5720.573900229932,820.5095293492066,729.9931266356658,433.9993431372205,374.5283303392552,-36.37797220800484,3
algo0.75,0.02,40,0.0,1.5,793.0745512745523,868.0035814072032,4218.514730564529,3.253358717160176,-12545.604627799941,-5782.615452070005,843.9389722547124,758.991934910224,450.5882955236203,401.32472540876233,-33.224619208004526,1
algo0.75,0.02,40,-250.0,0.75,506.9559768969029,563.8032306399978,2985.157054663705,2.9862789935929843,-8980.760700000043,-4137.937286400001,567.0429930276921,466.6397354698507,261.0729512361737,174.27413639316947,-65.38357588400433,2
algo0.75,0.02,40,-250.0,1.0,681.3218222230009,755.7868318327986,3950.656773323724,3.0248234044178424,-11988.184970599832,-5531.182961049955,752.6220295638983,633.555316112408,355.92146131574697,253.48902105065415,-70.16637843599477,2
algo0.75,0.02,40,-250.0,1.25,738.6993531598524,815.973852918402,4172.828045027899,3.091831077774653,-12407.420763199916,-5720.573900229932,819.2125882859693,684.6931397569356,388.6698270462004,296.09791272692263,-67.4483010440043,2
algo0.75,0.02,40,-250.0,1.5,764.0429903491106,841.7608691096025,4244.830064219998,3.135439524454019,-12545.604627799941,-5782.615452070005,842.7023831819212,711.2862558067849,404.1431125942351,325.0385770357071,-64.49372707799904,2
algo0.75,0.02,40,-500.0,0.75,515.3534343257214,572.1287731471973,3002.555708962009,3.012816769165592,-8980.760700000043,-4137.937286400001,567.0429930276921,480.6345347453744,287.62180001238636,195.58903666269234,0.014269059810696259,0
algo0.75,0.02,40,-500.0,1.0,683.4818933648742,758.9488850247976,3987.471056746305,3.009435140931122,-11988.184970599832,-5531.182961049955,752.6220295638983,637.0611509769263,406.9548598987611,271.49234818053867,9.875188477104157,0
algo0.75,0.02,40,-500.0,1.25,750.2070374601373,827.3977757240019,4196.395221200122,3.1175108209859457,-12407.420763199916,-5720.573900229932,819.2125882859693,703.8667616065909,429.65239964184417,331.5788383020918,-31.147690758000845,2
algo0.75,0.02,40,-500.0,1.5,775.6588039209548,853.2961937064024,4268.447188594619,3.16082098669809,-12545.604627799941,-5782.615452070005,842.7023831819212,730.6374100141815,463.27409160029606,354.8261718969319,17.072235739057337,0
algo0.75,0.025,0,0.0,1.5,785.9156904485421,869.0106529032015,4467.807707239405,3.0753930721675067,-12494.702602799865,-6161.303601499979,786.9103079544276,784.9119921131522,460.6592554206172,316.4757213321414,-68.53162378599387,1
algo0.75,0.025,20,0.0,1.5,600.2020690070201,688.9423536935998,4188.558191848552,2.6006884880684815,-12494.702602799865,-6161.303601499979,555.5816985864031,629.7598780792613,379.148560042459,272.948014291928,0.22330492313360412,0
algo0.75,0.025,20,-250.0,1.5,659.456054458552,748.2235399784013,4340.456427935238,2.725624164843136,-12494.702602799865,-6161.303601499979,717.4336985877494,620.8489630597215,334.1616510129446,86.70045023772082,-175.41539967799326,2
algo0.75,0.025,40,0.0,1.5,767.5374363630931,849.6566181336012,4394.262249101617,3.0572255250439526,-12494.702602799865,-6161.303601499979,698.0258303516247,813.0695438352577,465.04861850466193,351.39436830484743,-12.42791443400088,1
algo0.75,0.025,40,-250.0,1.5,774.2426025748574,857.4753283064016,4445.290668103479,3.0499412494051104,-12494.702602799865,-6161.303601499979,786.9103079544276,765.5006088881045,447.1232094590627,327.60918002135753,-67.95307531999656,2
algo0.75,0.025,40,-500.0,1.5,785.9156904485421,869.0106529032015,4467.807707239405,3.0753930721675067,-12494.702602799865,-6161.303601499979,786.9103079544276,784.9119921131522,494.0230062944847,397.8111513480252,0.31593645788213276,0
